Epoch,Loss,Value
0,recon_loss,577564.1875
0,kl_loss,3.4655706882476807
0,kl_loss_0,0.41271859407424927
0,kl_loss_1,0.18805117905139923
0,kl_loss_2,0.12066292017698288
0,kl_loss_3,0.10437654703855515
0,kl_loss_4,0.028918728232383728
0,kl_loss_5,1.6332123279571533
0,kl_loss_6,0.24127574265003204
0,kl_loss_7,0.35368210077285767
0,kl_loss_8,0.3826725482940674
0,loss,4768985.0
50,recon_loss,227078.203125
50,kl_loss,25.67710304260254
50,kl_loss_0,0.5724753737449646
50,kl_loss_1,2.349583625793457
50,kl_loss_2,0.944193422794342
50,kl_loss_3,3.48876953125
50,kl_loss_4,9.712945938110352
50,kl_loss_5,2.0073416233062744
50,kl_loss_6,2.8458251953125
50,kl_loss_7,1.7137261629104614
50,kl_loss_8,2.0422427654266357
50,loss,230209.0
100,recon_loss,72397.5078125
100,kl_loss,39.90773010253906
100,kl_loss_0,0.9875938296318054
100,kl_loss_1,3.396806001663208
100,kl_loss_2,1.4408254623413086
100,kl_loss_3,5.719606399536133
100,kl_loss_4,15.301413536071777
100,kl_loss_5,3.052173137664795
100,kl_loss_6,3.8113982677459717
100,kl_loss_7,3.1064140796661377
100,kl_loss_8,3.091500759124756
100,loss,72804.3125
150,recon_loss,58261.08984375
150,kl_loss,45.83672332763672
150,kl_loss_0,1.224091649055481
150,kl_loss_1,3.737617254257202
150,kl_loss_2,1.642176628112793
150,kl_loss_3,6.688107490539551
150,kl_loss_4,17.968294143676758
150,kl_loss_5,3.5331945419311523
150,kl_loss_6,4.187517166137695
150,kl_loss_7,3.3910443782806396
150,kl_loss_8,3.464676856994629
150,loss,58538.671875
200,recon_loss,53998.88671875
200,kl_loss,49.52012634277344
200,kl_loss_0,1.3606772422790527
200,kl_loss_1,3.901293992996216
200,kl_loss_2,1.7839133739471436
200,kl_loss_3,7.31534481048584
200,kl_loss_4,19.694427490234375
200,kl_loss_5,3.766726016998291
200,kl_loss_6,4.411096096038818
200,kl_loss_7,3.5870001316070557
200,kl_loss_8,3.69964599609375
200,loss,54294.1796875
250,recon_loss,52050.09375
250,kl_loss,51.46111297607422
250,kl_loss_0,1.457020878791809
250,kl_loss_1,3.9827699661254883
250,kl_loss_2,1.875698208808899
250,kl_loss_3,7.614202976226807
250,kl_loss_4,20.513568878173828
250,kl_loss_5,3.963078022003174
250,kl_loss_6,4.520238876342773
250,kl_loss_7,3.693862199783325
250,kl_loss_8,3.8406763076782227
250,loss,52303.01171875
300,recon_loss,51059.2890625
300,kl_loss,51.67879867553711
300,kl_loss_0,1.4907985925674438
300,kl_loss_1,4.066909313201904
300,kl_loss_2,1.9311710596084595
300,kl_loss_3,7.595175743103027
300,kl_loss_4,20.428415298461914
300,kl_loss_5,4.055086612701416
300,kl_loss_6,4.568116664886475
300,kl_loss_7,3.6383056640625
300,kl_loss_8,3.9048163890838623
300,loss,51315.8515625
350,recon_loss,50420.515625
350,kl_loss,51.323646545410156
350,kl_loss_0,1.5243929624557495
350,kl_loss_1,4.079775810241699
350,kl_loss_2,1.9476999044418335
350,kl_loss_3,7.44418478012085
350,kl_loss_4,20.13144874572754
350,kl_loss_5,4.196325302124023
350,kl_loss_6,4.576436996459961
350,kl_loss_7,3.538961887359619
350,kl_loss_8,3.8844170570373535
350,loss,50661.60546875
400,recon_loss,49835.48828125
400,kl_loss,49.26422119140625
400,kl_loss_0,1.5194302797317505
400,kl_loss_1,3.9800329208374023
400,kl_loss_2,1.9508111476898193
400,kl_loss_3,7.089066028594971
400,kl_loss_4,18.986696243286133
400,kl_loss_5,4.1371073722839355
400,kl_loss_6,4.3943376541137695
400,kl_loss_7,3.366567611694336
400,kl_loss_8,3.840169668197632
400,loss,50057.0
450,recon_loss,49322.88671875
450,kl_loss,50.342960357666016
450,kl_loss_0,1.6525626182556152
450,kl_loss_1,4.1352105140686035
450,kl_loss_2,2.010340452194214
450,kl_loss_3,7.548998832702637
450,kl_loss_4,18.96367835998535
450,kl_loss_5,4.3822021484375
450,kl_loss_6,4.394086837768555
450,kl_loss_7,3.2572596073150635
450,kl_loss_8,3.9986212253570557
450,loss,49693.92578125
500,recon_loss,48722.44140625
500,kl_loss,49.42087936401367
500,kl_loss_0,1.705582618713379
500,kl_loss_1,4.1140289306640625
500,kl_loss_2,2.0669353008270264
500,kl_loss_3,7.564742565155029
500,kl_loss_4,17.988534927368164
500,kl_loss_5,4.515143394470215
500,kl_loss_6,4.341653823852539
500,kl_loss_7,3.098484516143799
500,kl_loss_8,4.0257720947265625
500,loss,49145.98046875
550,recon_loss,47527.140625
550,kl_loss,50.94981002807617
550,kl_loss_0,1.8364148139953613
550,kl_loss_1,4.2402238845825195
550,kl_loss_2,2.2329137325286865
550,kl_loss_3,8.185770034790039
550,kl_loss_4,17.886154174804688
550,kl_loss_5,4.567535877227783
550,kl_loss_6,4.418104648590088
550,kl_loss_7,3.2892260551452637
550,kl_loss_8,4.293466091156006
550,loss,47798.26953125
600,recon_loss,43591.75390625
600,kl_loss,54.945465087890625
600,kl_loss_0,2.2112128734588623
600,kl_loss_1,4.5408616065979
600,kl_loss_2,2.498896837234497
600,kl_loss_3,8.910677909851074
600,kl_loss_4,19.256025314331055
600,kl_loss_5,4.9270758628845215
600,kl_loss_6,4.508142471313477
600,kl_loss_7,3.565817356109619
600,kl_loss_8,4.5267534255981445
600,loss,43986.69921875
650,recon_loss,35440.48828125
650,kl_loss,58.64947509765625
650,kl_loss_0,2.594444990158081
650,kl_loss_1,4.658706188201904
650,kl_loss_2,2.8437659740448
650,kl_loss_3,9.124374389648438
650,kl_loss_4,20.64118194580078
650,kl_loss_5,5.2204132080078125
650,kl_loss_6,4.656740665435791
650,kl_loss_7,4.201534271240234
650,kl_loss_8,4.708312034606934
650,loss,35923.02734375
700,recon_loss,27941.984375
700,kl_loss,57.33903121948242
700,kl_loss_0,2.8008720874786377
700,kl_loss_1,4.525498867034912
700,kl_loss_2,3.0746254920959473
700,kl_loss_3,8.340871810913086
700,kl_loss_4,19.863988876342773
700,kl_loss_5,5.130900859832764
700,kl_loss_6,4.614700794219971
700,kl_loss_7,4.307540416717529
700,kl_loss_8,4.680034637451172
700,loss,28332.99609375
750,recon_loss,20425.015625
750,kl_loss,62.086463928222656
750,kl_loss_0,2.9787402153015137
750,kl_loss_1,4.44441032409668
750,kl_loss_2,3.3398470878601074
750,kl_loss_3,8.841198921203613
750,kl_loss_4,23.045164108276367
750,kl_loss_5,5.101569652557373
750,kl_loss_6,4.599365711212158
750,kl_loss_7,4.8257975578308105
750,kl_loss_8,4.910369873046875
750,loss,20889.16015625
800,recon_loss,15744.8095703125
800,kl_loss,67.72148132324219
800,kl_loss_0,3.2743823528289795
800,kl_loss_1,4.571957588195801
800,kl_loss_2,3.5988738536834717
800,kl_loss_3,9.462275505065918
800,kl_loss_4,25.617494583129883
800,kl_loss_5,5.8113694190979
800,kl_loss_6,5.04950475692749
800,kl_loss_7,5.152952671051025
800,kl_loss_8,5.182671070098877
800,loss,16317.0419921875
850,recon_loss,12683.931640625
850,kl_loss,69.61930847167969
850,kl_loss_0,3.510685920715332
850,kl_loss_1,4.7729926109313965
850,kl_loss_2,3.712611675262451
850,kl_loss_3,9.666332244873047
850,kl_loss_4,26.164878845214844
850,kl_loss_5,6.500860691070557
850,kl_loss_6,5.057599067687988
850,kl_loss_7,5.214301109313965
850,kl_loss_8,5.019041061401367
850,loss,14352.978515625
900,recon_loss,9443.81640625
900,kl_loss,69.8464584350586
900,kl_loss_0,3.6076529026031494
900,kl_loss_1,4.748113632202148
900,kl_loss_2,3.8533880710601807
900,kl_loss_3,9.609574317932129
900,kl_loss_4,25.951215744018555
900,kl_loss_5,6.4353928565979
900,kl_loss_6,5.158286094665527
900,kl_loss_7,5.407145977020264
900,kl_loss_8,5.075687408447266
900,loss,9826.697265625
950,recon_loss,7678.41748046875
950,kl_loss,69.75342559814453
950,kl_loss_0,3.6963798999786377
950,kl_loss_1,4.765347957611084
950,kl_loss_2,3.956357955932617
950,kl_loss_3,9.587650299072266
950,kl_loss_4,25.571796417236328
950,kl_loss_5,6.434495449066162
950,kl_loss_6,5.252768039703369
950,kl_loss_7,5.360799789428711
950,kl_loss_8,5.1278252601623535
950,loss,8067.369140625
1000,recon_loss,6324.14892578125
1000,kl_loss,70.01184844970703
1000,kl_loss_0,3.7986555099487305
1000,kl_loss_1,4.778285503387451
1000,kl_loss_2,4.061498165130615
1000,kl_loss_3,9.41199016571045
1000,kl_loss_4,25.612232208251953
1000,kl_loss_5,6.393984317779541
1000,kl_loss_6,5.353931903839111
1000,kl_loss_7,5.395856857299805
1000,kl_loss_8,5.205406665802002
1000,loss,6857.9375
1050,recon_loss,5558.54736328125
1050,kl_loss,67.74752807617188
1050,kl_loss_0,3.798161029815674
1050,kl_loss_1,4.6939849853515625
1050,kl_loss_2,4.05744743347168
1050,kl_loss_3,9.158992767333984
1050,kl_loss_4,24.068103790283203
1050,kl_loss_5,6.265662670135498
1050,kl_loss_6,5.2891926765441895
1050,kl_loss_7,5.312860012054443
1050,kl_loss_8,5.103122711181641
1050,loss,5947.7041015625
1100,recon_loss,4362.9599609375
1100,kl_loss,69.8669204711914
1100,kl_loss_0,3.920809268951416
1100,kl_loss_1,4.795964241027832
1100,kl_loss_2,4.169182300567627
1100,kl_loss_3,9.369363784790039
1100,kl_loss_4,25.097637176513672
1100,kl_loss_5,6.4456915855407715
1100,kl_loss_6,5.393642425537109
1100,kl_loss_7,5.480172634124756
1100,kl_loss_8,5.194461822509766
1100,loss,4716.1376953125
1150,recon_loss,3874.350830078125
1150,kl_loss,69.09114837646484
1150,kl_loss_0,3.9753899574279785
1150,kl_loss_1,4.776200771331787
1150,kl_loss_2,4.182280540466309
1150,kl_loss_3,9.210872650146484
1150,kl_loss_4,24.577768325805664
1150,kl_loss_5,6.386511325836182
1150,kl_loss_6,5.3715386390686035
1150,kl_loss_7,5.435397148132324
1150,kl_loss_8,5.17518424987793
1150,loss,4240.408203125
1200,recon_loss,3590.172119140625
1200,kl_loss,67.40689086914062
1200,kl_loss_0,3.941394329071045
1200,kl_loss_1,4.677008628845215
1200,kl_loss_2,4.177509784698486
1200,kl_loss_3,8.871210098266602
1200,kl_loss_4,23.572813034057617
1200,kl_loss_5,6.332874774932861
1200,kl_loss_6,5.317300796508789
1200,kl_loss_7,5.417567253112793
1200,kl_loss_8,5.099217414855957
1200,loss,3920.38037109375
1250,recon_loss,3157.208740234375
1250,kl_loss,66.73705291748047
1250,kl_loss_0,3.9737939834594727
1250,kl_loss_1,4.710577964782715
1250,kl_loss_2,4.204771518707275
1250,kl_loss_3,8.826730728149414
1250,kl_loss_4,22.95376968383789
1250,kl_loss_5,6.32491397857666
1250,kl_loss_6,5.26472282409668
1250,kl_loss_7,5.397194862365723
1250,kl_loss_8,5.0805745124816895
1250,loss,3483.72216796875
1300,recon_loss,2836.27880859375
1300,kl_loss,67.47019958496094
1300,kl_loss_0,4.0754170417785645
1300,kl_loss_1,4.790029525756836
1300,kl_loss_2,4.283864974975586
1300,kl_loss_3,8.893637657165527
1300,kl_loss_4,23.098560333251953
1300,kl_loss_5,6.396111965179443
1300,kl_loss_6,5.332959175109863
1300,kl_loss_7,5.485211372375488
1300,kl_loss_8,5.114412307739258
1300,loss,3162.421142578125
1350,recon_loss,2939.5048828125
1350,kl_loss,66.84095764160156
1350,kl_loss_0,4.088824272155762
1350,kl_loss_1,4.802055358886719
1350,kl_loss_2,4.2993340492248535
1350,kl_loss_3,8.80530071258545
1350,kl_loss_4,22.546489715576172
1350,kl_loss_5,6.408369064331055
1350,kl_loss_6,5.348475933074951
1350,kl_loss_7,5.469030857086182
1350,kl_loss_8,5.073081970214844
1350,loss,3264.245361328125
1400,recon_loss,2528.8642578125
1400,kl_loss,66.23766326904297
1400,kl_loss_0,4.096380233764648
1400,kl_loss_1,4.754640102386475
1400,kl_loss_2,4.292452812194824
1400,kl_loss_3,8.6799955368042
1400,kl_loss_4,22.28839874267578
1400,kl_loss_5,6.312891960144043
1400,kl_loss_6,5.340980052947998
1400,kl_loss_7,5.396729946136475
1400,kl_loss_8,5.075191974639893
1400,loss,2823.964111328125
1450,recon_loss,3346.814453125
1450,kl_loss,61.68288040161133
1450,kl_loss_0,3.9525606632232666
1450,kl_loss_1,4.599696636199951
1450,kl_loss_2,4.173223495483398
1450,kl_loss_3,8.080499649047852
1450,kl_loss_4,19.864309310913086
1450,kl_loss_5,5.961355686187744
1450,kl_loss_6,5.039625644683838
1450,kl_loss_7,5.199090480804443
1450,kl_loss_8,4.812517166137695
1450,loss,3692.420166015625
1500,recon_loss,2185.726806640625
1500,kl_loss,65.23171997070312
1500,kl_loss_0,4.148465156555176
1500,kl_loss_1,4.775832653045654
1500,kl_loss_2,4.334172248840332
1500,kl_loss_3,8.526084899902344
1500,kl_loss_4,21.43402671813965
1500,kl_loss_5,6.282950401306152
1500,kl_loss_6,5.304569244384766
1500,kl_loss_7,5.393415451049805
1500,kl_loss_8,5.032207489013672
1500,loss,2474.6337890625
1550,recon_loss,2411.417724609375
1550,kl_loss,65.00358581542969
1550,kl_loss_0,4.1869401931762695
1550,kl_loss_1,4.805057525634766
1550,kl_loss_2,4.38154411315918
1550,kl_loss_3,8.391179084777832
1550,kl_loss_4,21.135316848754883
1550,kl_loss_5,6.30465841293335
1550,kl_loss_6,5.313492298126221
1550,kl_loss_7,5.393667697906494
1550,kl_loss_8,5.091732978820801
1550,loss,2726.395263671875
1600,recon_loss,1980.8594970703125
1600,kl_loss,64.8486557006836
1600,kl_loss_0,4.2035813331604
1600,kl_loss_1,4.835453033447266
1600,kl_loss_2,4.396912097930908
1600,kl_loss_3,8.424651145935059
1600,kl_loss_4,20.851316452026367
1600,kl_loss_5,6.289787769317627
1600,kl_loss_6,5.345578193664551
1600,kl_loss_7,5.417654037475586
1600,kl_loss_8,5.0837225914001465
1600,loss,2291.57763671875
1650,recon_loss,1986.4453125
1650,kl_loss,63.789146423339844
1650,kl_loss_0,4.178218364715576
1650,kl_loss_1,4.780077934265137
1650,kl_loss_2,4.356881618499756
