Epoch,Loss,Value
0,recon_loss,564526.125
0,kl_loss,2.3003714084625244
0,kl_loss_0,0.11710585653781891
0,kl_loss_1,0.08193422108888626
0,kl_loss_2,0.143767848610878
0,kl_loss_3,0.08228373527526855
0,kl_loss_4,0.3886827826499939
0,kl_loss_5,0.9863913059234619
0,kl_loss_6,0.31529363989830017
0,kl_loss_7,0.169822558760643
0,kl_loss_8,0.015089514665305614
0,loss,564756.1875
50,recon_loss,247623.0
50,kl_loss,39.052249908447266
50,kl_loss_0,0.562197208404541
50,kl_loss_1,1.6050747632980347
50,kl_loss_2,1.4369919300079346
50,kl_loss_3,0.44219616055488586
50,kl_loss_4,5.223968029022217
50,kl_loss_5,13.892568588256836
50,kl_loss_6,9.716903686523438
50,kl_loss_7,0.5432476997375488
50,kl_loss_8,5.6291022300720215
50,loss,251528.21875
100,recon_loss,87944.25
100,kl_loss,16.855764389038086
100,kl_loss_0,0.3785327076911926
100,kl_loss_1,0.8128841519355774
100,kl_loss_2,0.9991923570632935
100,kl_loss_3,0.09229247272014618
100,kl_loss_4,2.187781572341919
100,kl_loss_5,5.179419994354248
100,kl_loss_6,3.609891891479492
100,kl_loss_7,0.14426134526729584
100,kl_loss_8,3.451509475708008
100,loss,89629.828125
150,recon_loss,71355.46875
150,kl_loss,13.330947875976562
150,kl_loss_0,0.4293268620967865
150,kl_loss_1,0.633046567440033
150,kl_loss_2,0.9158935546875
150,kl_loss_3,0.05784013867378235
150,kl_loss_4,1.5603734254837036
150,kl_loss_5,3.8674135208129883
150,kl_loss_6,2.6583147048950195
150,kl_loss_7,0.07063271850347519
150,kl_loss_8,3.138106346130371
150,loss,72688.5625
200,recon_loss,66694.4609375
200,kl_loss,11.076148986816406
200,kl_loss_0,0.31884291768074036
200,kl_loss_1,0.288931280374527
200,kl_loss_2,0.7451953887939453
200,kl_loss_3,0.06547310948371887
200,kl_loss_4,1.3130459785461426
200,kl_loss_5,3.3304455280303955
200,kl_loss_6,2.073495626449585
200,kl_loss_7,0.05117255076766014
200,kl_loss_8,2.889547109603882
200,loss,67802.078125
250,recon_loss,64521.85546875
250,kl_loss,10.198415756225586
250,kl_loss_0,0.22508977353572845
250,kl_loss_1,0.18523626029491425
250,kl_loss_2,0.8021175265312195
250,kl_loss_3,0.12067323923110962
250,kl_loss_4,1.0522913932800293
250,kl_loss_5,2.9291021823883057
250,kl_loss_6,1.8131359815597534
250,kl_loss_7,0.09884562343358994
250,kl_loss_8,2.971924066543579
250,loss,65541.6953125
300,recon_loss,62611.90625
300,kl_loss,10.795150756835938
300,kl_loss_0,0.2138856053352356
300,kl_loss_1,0.210722878575325
300,kl_loss_2,0.9303234815597534
300,kl_loss_3,0.26409029960632324
300,kl_loss_4,0.8676405549049377
300,kl_loss_5,2.963350296020508
300,kl_loss_6,1.832251787185669
300,kl_loss_7,0.21517421305179596
300,kl_loss_8,3.2977118492126465
300,loss,63691.421875
350,recon_loss,60348.8046875
350,kl_loss,11.924484252929688
350,kl_loss_0,0.574928343296051
350,kl_loss_1,0.36797580122947693
350,kl_loss_2,1.2240796089172363
350,kl_loss_3,0.5665549039840698
350,kl_loss_4,0.9790591597557068
350,kl_loss_5,2.7212467193603516
350,kl_loss_6,1.632206916809082
350,kl_loss_7,0.5140827298164368
350,kl_loss_8,3.3443498611450195
350,loss,61541.25390625
400,recon_loss,53488.76171875
400,kl_loss,16.21349334716797
400,kl_loss_0,1.1151111125946045
400,kl_loss_1,0.7703140377998352
400,kl_loss_2,1.8322235345840454
400,kl_loss_3,1.2300869226455688
400,kl_loss_4,1.7679394483566284
400,kl_loss_5,2.842433452606201
400,kl_loss_6,1.797507882118225
400,kl_loss_7,1.136033535003662
400,kl_loss_8,3.721842050552368
400,loss,55110.109375
450,recon_loss,28285.8125
450,kl_loss,20.383296966552734
450,kl_loss_0,1.7835757732391357
450,kl_loss_1,1.5212833881378174
450,kl_loss_2,2.2636337280273438
450,kl_loss_3,1.9187631607055664
450,kl_loss_4,2.3444321155548096
450,kl_loss_5,3.148855209350586
450,kl_loss_6,2.3772523403167725
450,kl_loss_7,1.8157047033309937
450,kl_loss_8,3.2097973823547363
450,loss,30324.142578125
500,recon_loss,15469.7216796875
500,kl_loss,19.943256378173828
500,kl_loss_0,2.0271074771881104
500,kl_loss_1,1.6050786972045898
500,kl_loss_2,2.2394661903381348
500,kl_loss_3,2.077406883239746
500,kl_loss_4,2.3189916610717773
500,kl_loss_5,2.7421936988830566
500,kl_loss_6,2.2204647064208984
500,kl_loss_7,1.8901190757751465
500,kl_loss_8,2.8224270343780518
500,loss,17464.046875
550,recon_loss,11883.2265625
550,kl_loss,20.49990463256836
550,kl_loss_0,2.121896266937256
550,kl_loss_1,1.7479404211044312
550,kl_loss_2,2.2599544525146484
550,kl_loss_3,2.162213087081909
550,kl_loss_4,2.366710901260376
550,kl_loss_5,2.7063863277435303
550,kl_loss_6,2.347355604171753
550,kl_loss_7,1.9818801879882812
550,kl_loss_8,2.805567979812622
550,loss,13933.216796875
600,recon_loss,10075.4267578125
600,kl_loss,20.38800621032715
600,kl_loss_0,2.171633005142212
600,kl_loss_1,1.8507537841796875
600,kl_loss_2,2.279445171356201
600,kl_loss_3,2.1846132278442383
600,kl_loss_4,2.350654125213623
600,kl_loss_5,2.604182243347168
600,kl_loss_6,2.2627387046813965
600,kl_loss_7,2.045104742050171
600,kl_loss_8,2.6388814449310303
600,loss,12114.2275390625
650,recon_loss,9082.21484375
650,kl_loss,20.628643035888672
650,kl_loss_0,2.215099334716797
650,kl_loss_1,1.9160586595535278
650,kl_loss_2,2.384624719619751
650,kl_loss_3,2.2667629718780518
650,kl_loss_4,2.3259122371673584
650,kl_loss_5,2.509403944015503
650,kl_loss_6,2.310825824737549
650,kl_loss_7,2.113011360168457
650,kl_loss_8,2.5869460105895996
650,loss,11145.0791015625
700,recon_loss,7670.81396484375
700,kl_loss,20.651912689208984
700,kl_loss_0,2.171457290649414
700,kl_loss_1,1.9425723552703857
700,kl_loss_2,2.3199243545532227
