Epoch,Loss,Value
0,recon_loss,590874.25
0,kl_loss,6.475289344787598
0,kl_loss_0,0.32296112179756165
0,kl_loss_1,0.28201979398727417
0,kl_loss_2,1.0105562210083008
0,kl_loss_3,1.162091851234436
0,kl_loss_4,1.1119924783706665
0,kl_loss_5,0.8918521404266357
0,kl_loss_6,1.384466528892517
0,kl_loss_7,0.027951819822192192
0,kl_loss_8,0.28139781951904297
0,loss,6199159.0
50,recon_loss,237005.296875
50,kl_loss,44.79571533203125
50,kl_loss_0,4.446683883666992
50,kl_loss_1,17.712312698364258
50,kl_loss_2,5.718344688415527
50,kl_loss_3,1.444818377494812
50,kl_loss_4,1.8454997539520264
50,kl_loss_5,1.587316632270813
50,kl_loss_6,3.120253086090088
50,kl_loss_7,4.685318470001221
50,kl_loss_8,4.235164642333984
50,loss,238853.890625
100,recon_loss,75119.421875
100,kl_loss,54.055999755859375
100,kl_loss_0,5.256458282470703
100,kl_loss_1,21.320985794067383
100,kl_loss_2,7.55047607421875
100,kl_loss_3,1.930549144744873
100,kl_loss_4,2.1227588653564453
100,kl_loss_5,1.9110690355300903
100,kl_loss_6,3.6039392948150635
100,kl_loss_7,5.419503211975098
100,kl_loss_8,4.94025993347168
100,loss,76089.6015625
150,recon_loss,55913.796875
150,kl_loss,55.12063980102539
150,kl_loss_0,5.2812819480896
150,kl_loss_1,21.692453384399414
150,kl_loss_2,7.863007068634033
150,kl_loss_3,2.0082833766937256
150,kl_loss_4,2.168713092803955
150,kl_loss_5,2.0159311294555664
150,kl_loss_6,3.7958643436431885
150,kl_loss_7,5.450241565704346
150,kl_loss_8,4.844865798950195
150,loss,56771.703125
200,recon_loss,51186.6484375
200,kl_loss,55.08003616333008
200,kl_loss_0,5.463753700256348
200,kl_loss_1,21.172447204589844
200,kl_loss_2,7.818771839141846
200,kl_loss_3,2.079245090484619
200,kl_loss_4,2.2178127765655518
200,kl_loss_5,2.075338363647461
200,kl_loss_6,3.9664413928985596
200,kl_loss_7,5.480582237243652
200,kl_loss_8,4.805638313293457
200,loss,52069.984375
250,recon_loss,49108.46484375
250,kl_loss,54.304351806640625
250,kl_loss_0,5.441188812255859
250,kl_loss_1,20.37027359008789
250,kl_loss_2,7.660783290863037
250,kl_loss_3,2.100606679916382
250,kl_loss_4,2.267585039138794
250,kl_loss_5,2.1470139026641846
250,kl_loss_6,3.997360944747925
250,kl_loss_7,5.454219341278076
250,kl_loss_8,4.865319728851318
250,loss,49909.70703125
300,recon_loss,48069.6953125
300,kl_loss,52.44788360595703
300,kl_loss_0,5.302577495574951
300,kl_loss_1,19.44635772705078
300,kl_loss_2,7.315617561340332
300,kl_loss_3,2.1041815280914307
300,kl_loss_4,2.254957914352417
300,kl_loss_5,2.145371437072754
300,kl_loss_6,4.040383815765381
300,kl_loss_7,5.301690578460693
300,kl_loss_8,4.536747455596924
300,loss,48771.79296875
350,recon_loss,47457.296875
350,kl_loss,50.10715103149414
350,kl_loss_0,5.12554931640625
350,kl_loss_1,18.1281795501709
350,kl_loss_2,6.877973556518555
350,kl_loss_3,2.088165044784546
350,kl_loss_4,2.247408866882324
350,kl_loss_5,2.159261703491211
350,kl_loss_6,3.9947900772094727
350,kl_loss_7,5.146550178527832
350,kl_loss_8,4.339276313781738
350,loss,48248.12109375
400,recon_loss,47060.17578125
400,kl_loss,47.81251525878906
400,kl_loss_0,4.8711934089660645
400,kl_loss_1,16.851842880249023
400,kl_loss_2,6.511638641357422
400,kl_loss_3,2.078620672225952
400,kl_loss_4,2.2237606048583984
400,kl_loss_5,2.157114267349243
400,kl_loss_6,4.017717361450195
400,kl_loss_7,4.944223403930664
400,kl_loss_8,4.156397819519043
400,loss,47699.37109375
450,recon_loss,46784.5234375
450,kl_loss,45.13805389404297
450,kl_loss_0,4.600873947143555
450,kl_loss_1,15.332741737365723
450,kl_loss_2,5.978824615478516
450,kl_loss_3,2.0682015419006348
450,kl_loss_4,2.2290384769439697
450,kl_loss_5,2.1744236946105957
450,kl_loss_6,3.9632110595703125
450,kl_loss_7,4.781167984008789
450,kl_loss_8,4.00956916809082
450,loss,47399.13671875
500,recon_loss,46553.85546875
500,kl_loss,43.8753547668457
500,kl_loss_0,4.4399094581604
500,kl_loss_1,14.60061264038086
500,kl_loss_2,5.793832778930664
500,kl_loss_3,2.086958408355713
500,kl_loss_4,2.233952283859253
500,kl_loss_5,2.200944185256958
500,kl_loss_6,4.011368751525879
500,kl_loss_7,4.740235805511475
500,kl_loss_8,3.767542839050293
500,loss,47110.140625
550,recon_loss,46395.78125
550,kl_loss,42.4808235168457
550,kl_loss_0,4.323643684387207
550,kl_loss_1,13.618220329284668
550,kl_loss_2,5.549168586730957
550,kl_loss_3,2.0958449840545654
550,kl_loss_4,2.2456791400909424
